,colname,value
61,neighbourhood_cleansed_Eastlake,0.05181927584495207
62,neighbourhood_cleansed_FairmountPark,-0.07392922620313147
63,neighbourhood_cleansed_Fauntleroy,0.0978193045258403
64,neighbourhood_cleansed_FirstHill,0.2536925582439172
65,neighbourhood_cleansed_Fremont,0.07821280095293547
66,neighbourhood_cleansed_Gatewood,-0.04969043192366698
67,neighbourhood_cleansed_Genesee,-0.008157345769977415
68,neighbourhood_cleansed_Georgetown,-0.006581502501544379
69,neighbourhood_cleansed_GreenLake,0.08701025183910006
70,neighbourhood_cleansed_Greenwood,-0.10130827996296034
71,neighbourhood_cleansed_HallerLake,0.023411573547109828
72,neighbourhood_cleansed_Harrison_Denny_Blaine,0.06395975934942874
73,neighbourhood_cleansed_HighPoint,-0.25510107143914557
74,neighbourhood_cleansed_HighlandPark,-0.092815917024099
75,neighbourhood_cleansed_Interbay,-0.06555760997024739
76,neighbourhood_cleansed_InternationalDistrict,0.25131362237645233
77,neighbourhood_cleansed_Laurelhurst,0.10484932732731836
78,neighbourhood_cleansed_LawtonPark,-0.03388093849218435
79,neighbourhood_cleansed_Leschi,-0.07552038209982082
80,neighbourhood_cleansed_LowerQueenAnne,0.270023120264642
81,neighbourhood_cleansed_LoyalHeights,-0.04904945800660436
82,neighbourhood_cleansed_MadisonPark,0.16471344740221
83,neighbourhood_cleansed_Madrona,0.017276482039434438
84,neighbourhood_cleansed_Mann,-0.004314849217416426
85,neighbourhood_cleansed_MapleLeaf,-0.1009889277887413
86,neighbourhood_cleansed_MatthewsBeach,-0.007667309890724329
87,neighbourhood_cleansed_Meadowbrook,-0.06029364722090949
88,neighbourhood_cleansed_Mid_BeaconHill,-0.18985932641503545
89,neighbourhood_cleansed_Minor,0.07949024227756549
90,neighbourhood_cleansed_Montlake,0.08874959497484351
91,neighbourhood_cleansed_MountBaker,0.012626497510642423
92,neighbourhood_cleansed_NorthAdmiral,0.11988302431736797
93,neighbourhood_cleansed_NorthBeach_BlueRidge,0.03475375081364833
94,neighbourhood_cleansed_NorthBeaconHill,-0.057785064610004225
95,neighbourhood_cleansed_NorthCollegePark,-0.024629962575817777
96,neighbourhood_cleansed_NorthDelridge,-0.18894502711928923
97,neighbourhood_cleansed_NorthQueenAnne,0.00023606664131531563
98,neighbourhood_cleansed_OlympicHills,-0.1718478323199468
99,neighbourhood_cleansed_PhinneyRidge,-0.1195551880315822
100,neighbourhood_cleansed_Pike_Market,0.271015264963005
101,neighbourhood_cleansed_Pinehurst,-0.16172110308787693
102,neighbourhood_cleansed_PioneerSquare,0.5956819729011347
103,neighbourhood_cleansed_PortageBay,0.1876493627264163
104,neighbourhood_cleansed_RainierBeach,-0.24979373620169282
105,neighbourhood_cleansed_Ravenna,-0.1919653098226589
106,neighbourhood_cleansed_Riverview,-0.11712769150152258
107,neighbourhood_cleansed_Roosevelt,-0.09435555268807558
108,neighbourhood_cleansed_Seaview,0.0858100374653809
109,neighbourhood_cleansed_SewardPark,-0.11986572932937858
110,neighbourhood_cleansed_SouthBeaconHill,-0.2816037303438231
111,neighbourhood_cleansed_SouthDelridge,-0.2453127258668671
112,neighbourhood_cleansed_SouthLakeUnion,0.3641756626570229
113,neighbourhood_cleansed_SouthPark,-0.06610826482519382
114,neighbourhood_cleansed_SoutheastMagnolia,0.1712718794536042
115,neighbourhood_cleansed_Stevens,0.10529222410202696
116,neighbourhood_cleansed_SunsetHill,0.38897004404587165
117,neighbourhood_cleansed_UniversityDistrict,-0.09852123418870648
118,neighbourhood_cleansed_VictoryHeights,-0.25787087473492865
119,neighbourhood_cleansed_ViewRidge,-0.01189967034697262
120,neighbourhood_cleansed_Wallingford,0.0066827804306235795
121,neighbourhood_cleansed_Wedgwood,-0.08110733422368334
122,neighbourhood_cleansed_WestQueenAnne,0.15405344567123885
123,neighbourhood_cleansed_WestWoodland,0.006464961009305453
124,neighbourhood_cleansed_Westlake,0.09355012935080903
125,neighbourhood_cleansed_WhittierHeights,0.04499316165833169
126,neighbourhood_cleansed_Windermere,-0.022580735166825242
127,neighbourhood_cleansed_YeslerTerrace,0.268456239281609
128,host_response_time_afewdaysormore,0.08802379774268683
129,host_response_time_withinaday,-0.02166407472449368
130,host_response_time_withinafewhours,0.0020673099257711783
131,host_response_time_withinanhour,-0.0684270329176048
132,cancellation_policy_flexible,0.0030652750917766055
133,cancellation_policy_moderate,-0.004390869732316879
